actual_risk_class,actual_severity_ratio,boundary_case,case_index,contact_fraction,contact_loss_count,damping_n_s_per_m,effective_mass_kg,future_contact_loss_proxy,future_hold_settling_time_s,future_late_hold_oscillation_rms_m,future_peak_displacement_m,future_peak_velocity_m_per_s,future_realized_sustained_force_rms_error_n,minimum_actuator_reserve,motor_saturation_fraction,peak_angular_rate_rad_s,peak_attitude_deg,peak_contact_force_n,peak_contact_torque_nm,peak_penetration_m,peak_target_acceleration_m_per_s2,peak_target_displacement_m,peak_target_velocity_m_per_s,perturbation,perturbation_value,probe_cross_correlation_lag_s,probe_delivery_bandwidth_hz,probe_peak_tracking_error_n,probe_relative_rms_tracking_error,probe_rms_tracking_error_n,probe_weighted_phase_lag_rad,seed,stiffness_n_per_m,stratum,trial_id
SAFE,0.22250000000000003,False,6,0.17394201932689105,8.0,24.510877766856417,3.328606609887537,False,0.44500000000000006,1.4691092816358843e-06,0.0021221710574254836,0.019395329508199582,0.36771096906693024,0.7151526694386356,0.0,0.16416623808519437,1.699488812553097,3.378133387131686,0.27771180917944943,0.0006686337198638174,0.8925198476792203,0.0010792869567132256,0.021740148820504308,nominal,1.0,0.234,1.9993335554815064,3.378133387131686,1.7364192420359263,0.4552164140749325,-0.4767723867839982,13102,1309.544750808642,monte_carlo,stage3a_mc_s13102_c06
UNSAFE,12.408590071698875,False,7,0.33655448183938685,7.0,0.7629105188698663,0.22715647891930704,True,3.0,0.018612885107548313,0.04685823861616896,0.4480763758580572,1.4334963952759514,0.7391788580742676,0.0,0.2501524574224057,2.670300641741688,1.440170552343095,0.11311489045442204,0.0002757929587427063,6.313099060054329,0.008402628656693216,0.08048225857772834,nominal,1.0,0.25,0.0,1.440170552343095,1.3456718441134432,0.3527788085789072,0.5756731047144692,13102,106.98771579699479,monte_carlo,stage3a_mc_s13102_c07
UNSAFE,3.0221950509910545,False,8,0.2729090303232256,12.0,0.39341777075298867,5.91399345285599,True,3.0,0.004533292576486582,0.02291710947147017,0.05651466473280173,0.38973901918759396,0.7305586651623742,0.0,0.1696480242839603,1.671549973093757,1.6467033593073817,0.13323179115442793,0.0003260607064951334,0.2775561452461186,0.004364878885358093,0.022038340394699735,nominal,1.0,0.197,0.0,1.5176538941468187,1.3185806708085612,0.34567663735989246,3.978438399794424,13102,153.8787963054813,monte_carlo,stage3a_mc_s13102_c08
SAFE,0.25450000000000006,False,9,0.17560813062312564,7.0,1.558572921744231,2.7009484040087766,False,0.5090000000000001,2.5262260386415286e-06,0.0021748884921201964,0.024413777165884772,0.3727333113317343,0.7195635442377027,0.0,0.15906167748581912,1.6991977736391046,3.019819660348711,0.24987108897915847,0.0005969993593551215,1.1931072277944619,0.0013685314625764286,0.029984412536311674,nominal,1.0,0.18,3.9986671109630127,3.019819660348711,1.7731703448444869,0.464851014307879,0.20088020697538586,13102,1437.6412189989937,monte_carlo,stage3a_mc_s13102_c09
UNSAFE,1.4705000000000001,True,10,0.2255914695101633,7.0,5.707656307712101,0.4397782136490133,False,2.9410000000000003,0.0002609500468577708,0.0065571948377698645,0.047759118328289635,0.418536347060175,0.7384088483994203,0.0,0.18585183203222322,1.7157811604345337,2.23171190230693,0.1774868866337072,0.00043374951613683454,4.513695641113439,0.002329665279326276,0.06695343874332894,nominal,1.0,0.22,0.0,1.8759070910529096,1.3468065940368927,0.35307629249207717,0.767003212469085,13102,440.71047489648305,monte_carlo,stage3a_mc_s13102_c10
SAFE,0.6048372976878887,False,11,0.35554815061646117,8.0,49.61965237407105,1.0871547327398607,False,0.613,6.393937679457663e-07,0.007258047572254665,0.026921923855918774,0.3628960928897427,0.7238828871167666,0.0,0.1648695303635491,1.6762577408253325,2.7450676804799783,0.22645049658767674,0.0005418655308755899,1.6850800062339912,0.00172006312962341,0.03154474157517641,nominal,1.0,0.25,2.332555814728424,2.7450676804799783,1.3970801407374605,0.36625591127183016,-1.0676030511715913,13102,260.8983730882121,monte_carlo,stage3a_mc_s13102_c11
SAFE,0.1744117445540632,False,0,0.22659113628790403,9.0,52.07728671430612,1.7139853767547584,False,0.0050000000000000044,2.529489565893357e-08,0.0012278010516812057,0.02092940934648758,0.3519439660424859,0.7211911863610951,0.0,0.15328246941218676,1.7140215338758829,2.868328124396683,0.23840386763541058,0.0005671777461960132,1.1732126410677468,0.0007839675905321637,0.023558114054773524,nominal,1.0,0.25,0.0,2.868328124396683,1.6062687992443037,0.42109641792215935,4.449390577901346,13103,1768.8151932592764,monte_carlo,stage3a_mc_s13103_c00
UNSAFE,2.1670503050807697,False,1,0.21126291236254582,12.0,5.071916540929094,0.8422280027506313,False,3.0,0.0032505754576211544,0.015695210589881495,0.06633394495885772,0.5140385016151575,0.7355780924449916,0.0,0.1957802715328612,2.0205593694809836,2.222650474947699,0.1752963285575757,0.00043562814347395133,2.4627062877571193,0.0044290529690845706,0.05197322907658784,nominal,1.0,0.21,0.0,1.7398755275425437,1.463237397512051,0.38359957371515413,3.422049467071756,13103,197.096038991539,monte_carlo,stage3a_mc_s13103_c01
SAFE,0.44078869798527787,False,2,0.2049316894368544,5.0,0.518844372267057,0.14571625329012663,False,0.796,5.6375827717440756e-06,0.004495200817325123,0.05289464375823334,0.38986555401255896,0.7406087768970874,0.0,0.17146976502868752,1.682128361227981,1.4503415360883094,0.11537000136164198,0.00028848971832958967,8.92335696704137,0.002424925365682816,0.07481679989156606,nominal,1.0,0.23800000000000002,0.0,1.4144496414810384,1.421498872266275,0.37265748016355255,-0.06589933448673174,13103,629.7545833487857,monte_carlo,stage3a_mc_s13103_c02
UNSAFE,2.0654411411460742,False,3,0.3585471509496834,7.0,7.098658650783292,0.31670953656473533,True,2.822,0.001120806559039874,0.024785293693752892,0.08947325180444551,0.44217195918671115,0.7452589955818574,0.0,0.2081979481096673,2.0543187382513985,1.6724491792594758,0.13269824714513548,0.0003226010085868797,4.578092394305058,0.0064177975815813346,0.06105730294085867,nominal,1.0,0.219,0.0,1.1913127009036182,1.2165073434773355,0.31891728517375956,1.4691311597481913,13103,103.02214168406906,monte_carlo,stage3a_mc_s13103_c03
SAFE,0.555,False,4,0.3762079306897701,9.0,24.20677583746409,1.1785684733045445,False,1.11,1.935710618957005e-05,0.005370049492238544,0.031945192529799896,0.3751978170456137,0.7248038636794147,0.0,0.1737333480754627,1.6691997132267757,2.957690893157526,0.23992046993642546,0.0005829611453698955,2.0271002382726544,0.001613866583542432,0.04035259972772987,nominal,1.0,0.25,2.332555814728424,2.8312205613054227,1.432660224261513,0.375583519283888,-1.3479359329145355,13103,464.4588217020499,monte_carlo,stage3a_mc_s13103_c04
SAFE,0.3838799437310161,False,5,0.19860046651116295,7.0,2.2972925105349287,0.5353491952016384,False,0.366,5.53492009939582e-07,0.003429793544260868,0.04606559324772193,0.375028456597141,0.7320871283207413,0.0,0.16352349573632008,1.693750823531808,2.158497675088166,0.17812533663358152,0.0004211116520464332,3.681085916654694,0.0018738713194803537,0.05729554914547787,nominal,1.0,0.171,1.9993335554815064,2.158497675088166,1.5485973398854214,0.40597737622515684,-0.9219888639315768,13103,821.183920122339,monte_carlo,stage3a_mc_s13103_c05
CAUTION,1.377,True,6,0.24825058313895368,10.0,15.878730428943005,5.814249419497818,False,2.754,0.00025589749197364,0.009984181108878153,0.03186034305502521,0.37212517965890235,0.7234509421255497,0.0,0.16668843725991084,1.6799424037471302,2.6262199315572388,0.22113754074162278,0.0005204656330917383,0.46414102056393863,0.002355953769189631,0.018925575915906406,nominal,1.0,0.224,0.0,2.6262199315572388,1.4515287181120358,0.3805300482681897,2.0391346653761633,13103,300.66987382497445,monte_carlo,stage3a_mc_s13103_c06
UNSAFE,11.080053796080511,False,7,0.2919026991002999,6.0,0.37553197621867557,0.11574184762667435,True,3.0,0.016620080694120767,0.04562272875073245,0.7196347766715947,1.5640990837338697,0.7399871927302233,0.0,0.2287039597488068,2.5443370150348072,1.259406989580292,0.09755017878605611,0.00022967617916085363,10.141176115973563,0.005699530661365074,0.08152154154443968,nominal,1.0,0.25,2.332555814728424,1.2162863244830677,1.4761740869946551,0.3869910319838193,2.3762105671235996,13103,178.19905079960282,monte_carlo,stage3a_mc_s13103_c07
SAFE,0.6890000000000001,True,8,0.15328223925358214,4.0,0.7544200176048252,2.944692382924946,False,1.3780000000000001,3.992367338354137e-05,0.002683128226984173,0.02387576854210649,0.383228184276986,0.7094508818321767,0.0,0.16925610379856704,1.6907258133226462,3.8404972820787515,0.31381199586104574,0.0007593048451034972,1.35776743780332,0.0013681914726607963,0.027576694379584342,nominal,1.0,0.25,1.9993335554815064,3.8404972820787515,2.0492738661612377,0.5372337959798369,-1.5750582223899905,13103,1220.0610120542215,monte_carlo,stage3a_mc_s13103_c08
UNSAFE,8.951178338878742,False,9,0.28490503165611464,15.0,1.1581569616169434,0.58197406092268,True,3.0,0.013426767508318114,0.04121915447540106,0.13584577398465023,0.5265504075522256,0.7081444798839779,0.0,0.2513514446294231,2.3057135505703386,3.4170529050616696,0.2761833365040455,0.0006660923378959511,5.934938019192638,0.009876283068562941,0.07026605318189984,nominal,1.0,0.10200000000000001,3.9986671109630127,3.4170529050616696,1.5486613547290944,0.4059941582365968,0.9434356218809286,13103,75.71685926409921,monte_carlo,stage3a_mc_s13103_c09
UNSAFE,1.5,False,10,0.2255914695101633,7.0,3.2033496636272556,0.2561325820209791,False,3.0,0.0003871739866989554,0.006914616281272021,0.05176530824573771,0.43822117722514903,0.7416421105533404,0.0,0.18879776931592693,1.7511169411596916,1.7911400475878883,0.14195095602634986,0.00034255433375693297,6.363606281211265,0.00255076467755927,0.07579731377373934,nominal,1.0,0.23900000000000002,4.665111629456848,1.4080792362548487,1.3018901236390203,0.34130107479554395,1.0808018813928528,13103,426.06861532834716,monte_carlo,stage3a_mc_s13103_c10
SAFE,0.1490853116062646,False,11,0.18993668777074307,7.0,30.046951207021017,3.377120871997044,False,0.15900000000000003,2.0861981642940847e-08,0.0013354381699450905,0.01789023739275175,0.36068742451487,0.717301688479153,0.0,0.1521796130400158,1.7118189265285215,3.1427124990562847,0.26118445263216045,0.0006221519644709596,0.8020030469183701,0.0008295885763557814,0.019377683790646978,nominal,1.0,0.25,1.9993335554815064,3.1427124990562847,1.6973315054754425,0.4449692463169281,-1.463516034831275,13103,1960.299556594932,monte_carlo,stage3a_mc_s13103_c11
UNSAFE,4.085880879603324,False,0,0.29690103298900367,5.0,3.6855065972445327,0.1390249429097295,False,3.0,0.0061288213194049855,0.017720541611452735,0.09326015992829007,0.7906974643947596,0.744750626810442,0.0,0.21136921908416675,2.2303797360707067,1.1896026779458442,0.09315408601970669,0.00022113054590404478,7.634635299734848,0.004746505596161349,0.06957254399006846,nominal,1.0,0.223,0.0,0.998662216742789,1.3706087999988343,0.3593162341966876,4.197638370106664,13104,190.74200717822856,monte_carlo,stage3a_mc_s13104_c00
UNSAFE,2.6963141567534117,False,1,0.2619126957680773,10.0,2.43387139016936,4.694347375363188,True,3.0,0.004044471235130118,0.02962759607130857,0.06868767148945695,0.3868660547632784,0.7297934748555712,0.0,0.17276984515771635,1.6635835105464634,1.7232172123649807,0.14179503991255535,0.0003413001192719726,0.36766209234264763,0.005338869390934198,0.02357272471440166,nominal,1.0,0.23900000000000002,0.0,1.69896195897105,1.4251608395997362,0.3736174946563909,6.177884746247417,13104,107.90098276218473,monte_carlo,stage3a_mc_s13104_c01
UNSAFE,3.0308959224274243,False,2,0.1656114628457181,5.0,0.8891085707137775,3.7859313033385638,False,3.0,0.004546343883641136,0.01111363551466386,0.0757197014745789,0.5660188529513467,0.7039342086405938,0.0,0.17830896317959455,1.6815411196690226,4.820695547868076,0.38645397979245366,0.0009536712928213772,1.3102100275470665,0.0021803835021676275,0.02175498507045503,nominal,1.0,0.17200000000000001,2.665778073975342,4.448254807687867,2.1732869605882765,0.5697448363880406,-0.42752983345170975,13104,490.760591817976,monte_carlo,stage3a_mc_s13104_c02
SAFE,0.39077755128213415,False,3,0.20759746751082972,4.0,1.2903111137732795,0.2808916267111423,False,0.08799999999999997,1.9624011912258145e-08,0.002084882071709797,0.0468933061538561,0.358640846414882,0.7351474169141428,0.0,0.15667341852070474,1.7340301604543162,1.9605841845712801,0.1602440537031619,0.00038722439151778524,5.094150931843249,0.001510294719838395,0.058386293872328465,nominal,1.0,0.153,0.0,1.9605841845712801,1.61867937084426,0.4243499501127658,-0.9084995207845046,13104,1269.944154800435,monte_carlo,stage3a_mc_s13104_c03
SAFE,0.22090364868281945,False,4,0.19460179940019992,7.0,14.656727028578043,1.90040832396658,False,0.16700000000000004,4.049034119236987e-08,0.001912183151874764,0.026508437841938334,0.3626213346373107,0.72146182919423,0.0,0.1545556076226836,1.7049482280779404,2.8585453329685486,0.23729812649071663,0.0005647455129897368,1.3077861936596245,0.0011658573966946706,0.029444871354965315,nominal,1.0,0.25,1.9993335554815064,2.8585453329685486,1.6832599523553284,0.441280274324028,1.477924607862423,13104,1398.6290804368118,monte_carlo,stage3a_mc_s13104_c04
SAFE,0.3063831158782741,False,5,0.17827390869710097,4.0,7.328165008402641,0.19736597003587825,False,0.01100000000000001,4.709957879600676e-09,0.0010421418405372816,0.03676597390539289,0.3503781801929314,0.7320625776317086,0.0,0.16551928688114964,1.7406851917578585,2.1608674280624567,0.17843254606647826,0.00042910358137354014,4.831714255765994,0.0009087647530222074,0.04437695745301056,nominal,1.0,0.25,0.0,2.1608674280624567,1.664971075646304,0.43648569668321635,2.9284162708236035,13104,2450.452634989969,monte_carlo,stage3a_mc_s13104_c05
SAFE,0.46703803920161246,False,6,0.38720426524491836,6.0,28.78538733170663,0.22572354419686882,False,0.8009999999999999,5.382297350161525e-06,0.00560445647041935,0.035074560234146984,0.3685003956170263,0.7380081931691239,0.0,0.17259086979309737,1.6727099035280242,1.8315719911133077,0.1495270747421203,0.000358102234416567,4.390197594820486,0.0016720654559258333,0.04761307726473453,nominal,1.0,0.25,2.9990003332222597,1.8106174237967698,1.1881698360522974,0.31148837733769863,-1.1706771306543107,13104,394.87683410136725,monte_carlo,stage3a_mc_s13104_c06
UNSAFE,1.447,True,7,0.1696101299566811,10.0,0.4916614237353107,1.4256931512473818,False,2.894,0.00022756108300958826,0.004491334881327313,0.036162305685081254,0.4206258659661836,0.7296248617653441,0.0,0.17912701102108822,1.6643597317773664,2.711923175975724,0.21857637991897833,0.0005338453002802866,2.0665297899032664,0.0023445737424926424,0.05199409811333546,nominal,1.0,0.25,3.3322225924691775,2.529068613308384,1.6181374239380182,0.42420787432754864,0.16983886709061144,13104,721.2283064908164,monte_carlo,stage3a_mc_s13104_c07
UNSAFE,1.765358880443732,False,8,0.4688437187604132,8.0,40.38651936128026,0.5210827469513781,True,1.321,6.74743229120968e-05,0.021184306565324783,0.03804312983008001,0.3707119592544463,0.7309635755646757,0.0,0.16703424040681422,1.657844651645238,2.2427519834821896,0.1851671180391654,0.000441135943841415,2.544241701754854,0.0029070273082892795,0.03731695261656825,nominal,1.0,0.226,1.9993335554815064,2.2427519834821896,1.2364419263188637,0.3241432980498668,-1.7849677890331734,13104,85.4841939402501,monte_carlo,stage3a_mc_s13104_c08
SAFE,0.375,False,9,0.19693435521492836,7.0,0.3756535226649976,0.8109696685239792,False,0.75,2.7400616247603124e-06,0.003756288909890542,0.04331393746911054,0.38496858504044,0.7243315885409181,0.0,0.17010191995661222,1.6823401122930544,2.519893219055258,0.25544481944308656,0.0006441643154448,3.6967050109148984,0.001992698070796159,0.058281562400725295,nominal,1.0,0.199,1.9993335554815064,2.519893219055258,1.5761664627487737,0.4132048458046415,2.5657376737897306,13104,802.5396632302164,monte_carlo,stage3a_mc_s13104_c09
UNSAFE,1.5,False,10,0.21126291236254582,8.0,6.177942642261145,2.7250001945714266,False,3.0,0.0018785243874556506,0.010343346616533196,0.04280920914291419,0.3971412215593306,0.7157720180288265,0.0,0.17843031620410071,1.7102130976851242,4.01906186986396,0.32059565577204446,0.0007943192016572919,1.4023297781163422,0.002865082113348553,0.023911973910115798,nominal,1.0,0.25,1.9993335554815064,3.584900682618514,1.75369458063378,0.4597452844641047,-0.5270559337492239,13104,322.1606162298066,monte_carlo,stage3a_mc_s13104_c10
CAUTION,1.114829668322149,True,11,0.5338220593135622,7.0,17.466082660361206,0.708542646602241,False,1.049,4.766489540158888e-05,0.01337795601986579,0.04982116748566015,0.39033640271313935,0.7340552702371241,0.0,0.17827329578868414,1.6997484295568153,2.5209202970299613,0.20345873578749066,0.0004945927736286044,2.8864422955099975,0.003524990153326402,0.05064627684624127,nominal,1.0,0.211,2.332555814728424,2.232453135907789,1.240761318356782,0.3252756617710725,-0.12450281417829995,13104,170.21630295547868,monte_carlo,stage3a_mc_s13104_c11
SAFE,0.40304968176266126,False,0,0.20659780073308898,4.0,3.2740277174253416,0.13067045490459128,False,0.357,3.384967122655531e-07,0.003369383947700958,0.04836596181151935,0.37112388943457014,0.7429454928930921,0.0,0.15799686265496557,1.7034714865053286,1.446955784090298,0.11728889373415584,0.00028858797673053226,7.335840098850524,0.0019635699044405213,0.062427022036493265,nominal,1.0,0.177,1.9993335554815064,1.338157129912157,1.531843014477305,0.40158509367731726,-0.7263645820179145,13105,778.3704983882568,monte_carlo,stage3a_mc_s13105_c00
UNSAFE,1.5,False,1,0.315894701766078,12.0,10.568506367592818,1.1266242866512868,False,3.0,0.0005727452826219811,0.010108692755494943,0.045795759477544634,0.4164023440590953,0.732123177244749,0.0,0.1850958774865893,1.7839896143260137,2.8311800397357456,0.22530213848835506,0.0005569577152251164,2.266572637400711,0.002931191514976762,0.04719305886904493,nominal,1.0,0.164,4.998333888703766,2.4011243983949555,1.3916480585045297,0.3648318467745169,-0.03371615829725634,13105,283.7695516658503,monte_carlo,stage3a_mc_s13105_c01
UNSAFE,3.9072703886012268,False,2,0.2055981339553482,7.0,1.3000984491138736,2.9873021817573275,False,3.0,0.00586090558290184,0.016576038343288337,0.06573442405002411,0.422743573394265,0.7244070246010895,0.0,0.18967511278428983,1.718489132814501,3.026066319408792,0.2412530406018002,0.0005984223023599517,0.8611501789312646,0.004142830134829455,0.0313368710602579,nominal,1.0,0.25,1.9993335554815064,2.643306014653675,1.5957483525598544,0.41833839733690803,4.434661845357231,13105,228.03800534892153,monte_carlo,stage3a_mc_s13105_c02
UNSAFE,2.32505589407709,False,3,0.36854381872709097,6.0,5.8549145238205,0.14537130859974098,True,3.0,0.0020136126735674706,0.02790067072892508,0.10113065710635759,0.47100512139024453,0.7471941586586128,0.0,0.21825604183256217,2.188866549467903,1.1427366107949122,0.09063636255823011,0.000214044800646206,6.630155187505468,0.007253121921250274,0.06302941227924755,nominal,1.0,0.25,0.0,0.7765765637033388,1.220045573896978,0.31984486102918025,2.7456582454298952,13105,92.33341415828171,monte_carlo,stage3a_mc_s13105_c03
SAFE,0.26553229492998703,False,4,0.22925691436187937,7.0,18.488392836383337,0.944738503056414,False,0.11299999999999999,3.122580675770413e-08,0.0016777625919984624,0.03186387539159844,0.35378766210007445,0.7273695819064403,0.0,0.1527527542492697,1.7160893529457153,2.4281281044709058,0.2020307992167762,0.00047815185326288126,2.0178374923597264,0.0010988507309927877,0.036387809532126524,nominal,1.0,0.25,2.9990003332222597,2.4281281044709058,1.4970654498278217,0.39246787250932624,-1.7054606788394815,13105,1423.8208512701997,monte_carlo,stage3a_mc_s13105_c04
SAFE,0.3657332058474415,False,5,0.2092635788070643,7.0,0.37919399252101166,0.5611016108411536,False,0.10099999999999998,1.862179011953233e-08,0.002140888385849137,0.04388798470169298,0.36106958451732885,0.7332851413340213,0.0,0.15466222905367483,1.7279261296018968,2.150358126392517,0.17703275057193024,0.00044926309066702736,4.2265213685011584,0.0013671018851337815,0.0540969170050271,nominal,1.0,0.137,0.0,2.1171884780110943,1.6178967997887312,0.42414479275155215,-1.1803062485576972,13105,1285.2754282936164,monte_carlo,stage3a_mc_s13105_c05
SAFE,0.3120163940142701,False,6,0.29790069976674444,5.0,59.12962417241532,0.2348877034491483,False,0.17300000000000004,3.049965820776605e-07,0.003744196728171241,0.025454678436884013,0.35464480899844547,0.7327751019288827,0.0,0.1632373004102273,1.6925358805499249,2.0966480944484522,0.1731628719936326,0.0004153400287489602,2.9837454527464,0.0010593207801710407,0.03158049748246358,nominal,1.0,0.23900000000000002,3.9986671109630127,2.0966480944484522,1.3839203468535106,0.3628059643714531,-0.48953004041617665,13105,529.3219455142199,monte_carlo,stage3a_mc_s13105_c06
UNSAFE,2.7162748321956562,False,7,0.19460179940019992,6.0,1.0654930376456877,4.764278997571656,False,3.0,0.004074412248293484,0.011231274393376494,0.05114237679347299,0.442254419808924,0.7172098824832283,0.0,0.17547450747947954,1.6702228182254923,3.757266762949889,0.30285385665558134,0.0007440431823760678,0.6935386691594869,0.0033516212497207926,0.029023456653093634,nominal,1.0,-0.021,4.331889370209931,3.3486712360112247,1.7311628090815872,0.4538383974632909,0.6107285970162032,13105,371.641425862622,monte_carlo,stage3a_mc_s13105_c07
UNSAFE,1.7951563413473572,False,8,0.3935354881706098,6.0,8.88484803222291,0.30669270795477604,True,2.4330000000000003,0.0006069599260783196,0.021541876096168287,0.07920282448744595,0.42819181812773305,0.7446520767376437,0.0,0.1988425999275004,1.9772347775272159,1.733632499920385,0.13767386392382558,0.0003346590255120861,4.742323184424957,0.005649036158857654,0.061877130591260474,nominal,1.0,0.20400000000000001,0.0,1.2340639225985348,1.1927237885918374,0.31268223300039344,3.3113621928866555,13105,114.55179328603838,monte_carlo,stage3a_mc_s13105_c08
UNSAFE,1.4475,True,9,0.15594801732755748,7.0,0.49641963641306114,1.671790090205494,False,2.895,0.00023296597796919086,0.0042502093771586,0.033560166745308276,0.4179097356432857,0.7207749201588571,0.0,0.1781971891077824,1.6687372688349353,3.3214286218200844,0.2682683470129565,0.000654429991554778,2.213928144483675,0.0022110822547020386,0.04755330173351614,nominal,1.0,0.25,1.9993335554815064,3.160995497613761,1.7093465416720743,0.448119085687516,-1.6895963939868057,13105,769.6055215379799,monte_carlo,stage3a_mc_s13105_c09
SAFE,0.14870819072669383,False,10,0.1956014661779407,8.0,35.81913261867132,3.1818826812318872,False,0.14600000000000002,1.862307930095582e-08,0.0012458852376269075,0.01784498288720326,0.3589590111679882,0.7177344074342903,0.0,0.15181093900530934,1.7135581487487015,3.105774630631032,0.25817348297745635,0.0006148713433670887,0.8155100096813609,0.0007929981601131241,0.01933144411996846,nominal,1.0,0.25,1.9993335554815064,3.105774630631032,1.672009415081373,0.43833085455817605,-1.255211152029319,13105,2021.2340074581207,monte_carlo,stage3a_mc_s13105_c10
UNSAFE,7.530210645007942,False,11,0.30756414528490506,9.0,2.45000536488327,0.4388681221324722,True,3.0,0.011295315967511913,0.028699262110603908,0.1625946348676061,0.8003146034864473,0.7271727726759172,0.0,0.22081638910461532,2.3374742017099797,2.0711620576025696,0.1642506017639842,0.00040210317926991305,4.402079050967682,0.006502300443285198,0.06370106600688698,nominal,1.0,0.247,0.0,2.0711620576025696,1.4298243894687492,0.37484008214957176,3.8045992344386446,13105,134.55020130201498,monte_carlo,stage3a_mc_s13105_c11
UNSAFE,1.5,False,0,0.21892702432522493,10.0,8.0,1.0,False,3.0,0.0002726234984878088,0.006496872477075009,0.0425493364273814,0.40687192170349556,0.7477712395757934,0.0,0.20121477785616834,1.8248857709862536,3.2454419353900104,0.2610097076599811,0.0006373143880013988,2.976022601923661,0.002417087526802106,0.0559500248492881,vehicle_mass_multiplier,0.9,0.132,2.665778073975342,3.011832487133548,1.5686817968619904,0.41124267982361057,-0.1802571797701622,13002,450.0,one_factor,onefactor_vehicle_mass_multiplier_+0.900
UNSAFE,1.496,True,1,0.22892369210263244,9.0,8.0,1.0,False,2.992,0.0005369787489926034,0.00665560595848841,0.039628942592591164,0.43739822268435635,0.7110698632949017,0.0,0.17021337273382536,1.6224428115933682,2.6041644326439073,0.20589219674751766,0.0005119915781904027,2.3932319424762327,0.0020806165456942927,0.04650196910372436,vehicle_mass_multiplier,1.1,0.153,0.0,2.1380190378909294,1.4615116213962556,0.38314714748310696,2.868544140592552,13002,450.0,one_factor,onefactor_vehicle_mass_multiplier_+1.100
UNSAFE,1.5,False,2,0.2619126957680773,10.0,8.0,1.0,False,3.0,0.0005152677020716937,0.0065383968744607895,0.04115675104373498,0.4259773495188834,0.7287798420238779,0.0,0.1871331003337861,1.6918958529025865,2.90406077449132,0.231093404083476,0.0005706283885570577,2.662714947750409,0.0021830207462790337,0.05053289103679107,inertia_multiplier,0.9,0.25,0.0,2.644887553393237,1.4581973079880686,0.3822782732917415,-0.26636724337493034,13002,450.0,one_factor,onefactor_inertia_multiplier_+0.900
UNSAFE,1.446,True,3,0.19826724425191602,9.0,8.0,1.0,False,2.892,0.0002880824617695871,0.006598877299666119,0.04070916409407368,0.4208661757956976,0.7309114295528207,0.0,0.18081669628920827,1.7204727173815249,2.9526794564529415,0.23541957428661472,0.000580208539419402,2.7112920341260156,0.0022419137533981172,0.052069226806326856,inertia_multiplier,1.1,0.168,0.0,2.499716345157995,1.5637287583594732,0.4099442005328332,2.9461635218617084,13002,450.0,one_factor,onefactor_inertia_multiplier_+1.100
UNSAFE,1.5,False,4,0.23258913695434855,9.0,8.0,1.0,False,3.0,0.00030993318954110685,0.006235774811934706,0.03621562033481829,0.3958622559236903,0.7325575709115874,0.0,0.17960071746671727,1.645362236337273,2.919774876128599,0.20542617663636045,0.0005741384482338067,2.662903322372671,0.002242939089266565,0.05146627584957772,center_of_mass_error_m,-0.01,0.209,2.665778073975342,2.680421164689093,1.4844359572226888,0.389156948398307,-0.1345273005699435,13002,450.0,one_factor,onefactor_center_of_mass_error_m_-0.010
UNSAFE,1.4745000000000001,True,5,0.2239253582139287,8.0,8.0,1.0,False,2.9490000000000003,0.0004997178797562805,0.006936746270644814,0.04552379052799983,0.45322848676511,0.7274206179652053,0.0,0.189168882782935,1.807033281736622,2.887284774840771,0.25688430666392026,0.0005669734294658653,2.6601040279280372,0.0021963810246718872,0.05029071869045849,center_of_mass_error_m,0.01,0.145,0.0,2.421422425610901,1.5184972266797645,0.3980863869611453,2.771561396653222,13002,450.0,one_factor,onefactor_center_of_mass_error_m_+0.010
UNSAFE,1.485,True,6,0.2465844718427191,10.0,8.0,1.0,False,2.97,0.00022434505335328978,0.005821297975562979,0.03081633991747466,0.3639394403309636,0.7343712841526788,0.0,0.17464454108231833,1.6421028834758942,2.7943239265609434,0.170381044749318,0.0005498368258022818,2.5306800758511625,0.0021951687656046703,0.049687267820509966,probe_offset_multiplier,0.75,0.25,2.332555814728424,2.740637310853603,1.4950535298339076,0.39194043133448564,-1.4760157576694084,13002,450.0,one_factor,onefactor_probe_offset_multiplier_+0.750
UNSAFE,1.5,False,7,0.18327224258580474,10.0,8.0,1.0,False,3.0,0.0006988541904643697,0.007398428961135282,0.050973391566721656,0.492025890972962,0.7248893212738816,0.0,0.1948453118155607,1.9185079841897112,2.7115096306216246,0.2660440573012419,0.0005319756111343166,2.5057313494241025,0.002347822082127342,0.047158150960485846,probe_offset_multiplier,1.25,0.197,3.3322225924691775,2.2119416732932793,1.5470627121998364,0.405575061107321,1.0181846695227335,13002,450.0,one_factor,onefactor_probe_offset_multiplier_+1.250
UNSAFE,1.5,False,8,0.17994001999333556,9.0,8.0,1.0,False,3.0,0.00035350721810789777,0.006389021263374792,0.04108355908549434,0.41907048921620926,0.5635285933922103,0.0,0.18219310978040362,1.7054820238965953,2.9189240907941265,0.2774398589494704,0.0005735264763139748,2.6820808213883036,0.0022054578008817017,0.05110823760485786,contact_normal_angle_deg,-10.0,0.216,3.3322225924691775,2.530699146627745,1.522709567940472,0.39919068645123323,0.026243788401550297,13002,450.0,one_factor,onefactor_contact_normal_angle_deg_-10.000
