time_s,phase,total_contact_reference_n,commanded_normal_force_n,realized_contact_force_n,contact_active,desired_tip_coordinate_m,target_displacement_m,target_velocity_m_per_s,vehicle_position_x_m,vehicle_pitch_rad
10.246,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,0.00029727222013281466,0.002441882082831332,-0.3085260059877883,-0.0037528428181382665
10.247,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,0.00029940386840981005,0.001820727812615561,-0.3085210095393692,-0.0038433911640932687
10.248,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,0.00030091251781097885,0.0011961003610169458,-0.3085160507850302,-0.0039320659080708895
10.249,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,0.00030179534433932923,0.0005692989669894405,-0.3085111305945032,-0.004018864979143942
10.25,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,0.00030205082539714137,-5.837326086672592e-05,-0.30850624981912333,-0.004103786792875006
10.251,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,0.0003016787423015291,-0.0006856120531206711,-0.3085014092918135,-0.004186830247284138
10.252,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,0.0003006801800901847,-0.0013111146893905663,-0.30849660982707333,-0.004267994718712353
10.253,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,0.000299057524619058,-0.0019335827036577836,-0.308491852220973,-0.004347280057583362
10.254,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,0.0002968144569593457,-0.0025517245793981215,-0.3084871372511515,-0.004424686584066003
10.255,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,0.00029395594510677294,-0.0031642584289366974,-0.3084824656768201,-0.004500215083639835
10.256,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,0.00029048823302172555,-0.0037699146514686417,-0.3084778382387694,-0.004573866802566357
10.257,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,0.0002864188270243274,-0.0043674385642348155,-0.308473255659382,-0.004645643443268305
10.258000000000001,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,0.00028175647957403937,-0.004955593001400276,-0.3084687186426488,-0.004715547159619499
10.259,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,0.0002765111704687739,-0.005533160875253015,-0.30846422787419014,-0.004783580552147709
10.26,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,0.000270694085503864,-0.006098947694421443,-0.3084597840212813,-0.004849746663152986
10.261000000000001,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,0.0002643175926364798,-0.006651784033901014,-0.3084553877328822,-0.004914048971743926
10.262,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,0.0002573952157062467,-0.0071905279517830815,-0.3084510396396716,-0.00497649138879432
10.263,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,0.0002499416057678694,-0.007714067347692317,-0.3084467403540852,-0.005037078251822651
10.264,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,0.0002419725100964986,-0.00822132225806262,-0.3084424904703584,-0.005095814319796873
10.265,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,0.00023350473893138217,-0.008711247083515044,-0.30843829056457267,-0.00515270476786692
10.266,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,0.00022455613002800762,-0.009182832743744677,-0.30843414119470663,-0.005207755182027386
10.267,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,0.0002151455110934597,-0.009635108755476275,-0.3084300429006905,-0.005260971553712794
10.268,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,0.00020529266018407786,-0.010067145229210468,-0.3084259962044649,-0.005312360274327899
10.269,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,0.00019501826414869078,-0.010478054780653171,-0.3084220016100438,-0.005361928129715416
10.27,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,0.0001843438752047247,-0.010866994352900106,-0.30841805960358065,-0.005409682294563583
10.271,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,0.00017329186573831606,-0.011233166945635677,-0.3084141706534391,-0.005455630326755969
10.272,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,0.0001618853814232041,-0.011575823247800448,-0.30841033521026706,-0.005499780161665914
10.273,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,0.00015014829275662326,-0.01189426317038378,-0.30840655370707426,-0.0055421401063979366
10.274000000000001,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,0.00013810514511365546,-0.012187837276207288,-0.3084028265593141,-0.005582718833978542
10.275,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,0.00012578110742452874,-0.012455948103780319,-0.30839915416496866,-0.005621525377498724
10.276,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,0.00011320191958215782,-0.012698051382530159,-0.30839553690463706,-0.005658569124210515
10.277000000000001,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,0.00010039383868980592,-0.012913657136936641,-0.3083919751416279,-0.00569385980957994
10.278,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,8.738358426110227e-05,-0.013102330677332841,-0.30838846922205465,-0.005727407511298656
10.279,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,7.419828248676996e-05,-0.013263693475370087,-0.3083850194749344,-0.005759222643256569
10.28,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,6.08654096843007e-05,-0.013397423922386067,-0.30838162621229015,-0.005789315949477761
10.281,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,4.741273504845212e-05,-0.013503257969158963,-0.30837828972925624,-0.005817698498021924
10.282,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,3.3868262821837646e-05,-0.01358098964577766,-0.30837501030418696,-0.005844381674853624
