target,pipeline,timing_profile,trial_count,failure_fraction,stiffness_relative_bias,stiffness_median_abs_relative_error,stiffness_p95_abs_relative_error,damping_relative_bias,damping_median_abs_relative_error,damping_p95_abs_relative_error,effective_mass_relative_bias,effective_mass_median_abs_relative_error,effective_mass_p95_abs_relative_error
high_effective_mass,backward_difference,exp_0002_nominal_timing,20,0.0,-0.743169077405553,0.7433198982174705,0.7460488180629735,-0.23798046347451218,0.24743364327968723,0.28589985005338847,-1.0015498198110921,1.0015686983991696,1.0017367446348464
high_effective_mass,causal_low_pass,exp_0002_nominal_timing,20,0.0,-0.7263587863606847,0.7265229341923471,0.7295760384936718,0.004326216345025201,0.023128878379025865,0.04357666144282469,-0.9891321164268909,0.9890557334703366,0.9908146073593178
high_effective_mass,causal_polynomial,exp_0002_nominal_timing,20,0.0,-0.545944064863493,0.5403702549876671,0.58823119676999,-0.9046147010189977,0.8928342889170511,0.9875154910185726,-0.7562449424929417,0.7519199133537071,0.8070598553885787
high_effective_mass,alpha_beta_gamma,exp_0002_nominal_timing,20,0.0,-0.3739029340853233,0.37470454111058515,0.41773928717546127,-1.235902765906198,1.2392702270909357,1.2704619362595309,-0.5209582368428369,0.522235666473264,0.575479232757875
high_effective_mass,centered_savitzky_golay,exp_0002_nominal_timing,20,0.0,0.01456257936191677,0.015247495906142394,0.026612925839482528,0.05476976321420416,0.053372115966225486,0.09379934317876526,0.03603229881550279,0.03673707737568854,0.05085192728201509
high_effective_mass,backward_difference,exp_0002_nominal_plus_mismatch,20,0.0,-0.7432018255471438,0.7428779359408393,0.7458049257657955,-0.22464016380914723,0.20839903049375805,0.3858683184076025,-1.0015874893635872,1.0015921460580213,1.0017985282789792
high_effective_mass,causal_low_pass,exp_0002_nominal_plus_mismatch,20,0.0,-0.726211937156229,0.7258412088981685,0.7297052960007254,0.015830362163171664,0.04049735002694792,0.1375686034280103,-0.9891907748542984,0.9891433570946733,0.9908960127586379
high_effective_mass,causal_polynomial,exp_0002_nominal_plus_mismatch,20,0.0,-0.5429163474888613,0.5397247266087087,0.5760075158622836,-0.8919339222314762,0.8845174602323953,0.9826851102529611,-0.7524297083415898,0.7494263505307486,0.7918018609719087
high_effective_mass,alpha_beta_gamma,exp_0002_nominal_plus_mismatch,20,0.0,-0.37159344430836094,0.36621837589914863,0.4174552576063476,-1.2274154423405819,1.2318627484477185,1.2868412499491508,-0.5182234931938517,0.5137252039934066,0.5739726467122162
high_effective_mass,centered_savitzky_golay,exp_0002_nominal_plus_mismatch,20,0.0,0.01264406649344165,0.012439911536088269,0.023025700896324445,0.06748968816015374,0.09523338027271483,0.17689012473874902,0.033100309127489784,0.03283333872914644,0.05026288332003021
high_effective_mass,backward_difference,corrected_common_delay,20,0.0,-0.744416990397416,0.7445746457418414,0.7472788677249154,-0.29126569596543833,0.2995178523805723,0.33818178089768797,-1.0014194809751684,1.0014380456844307,1.0016064719539615
high_effective_mass,causal_low_pass,corrected_common_delay,20,0.0,-0.7276914525810125,0.7278617243685107,0.7308833811187231,-0.04552328047985087,0.04449807476076088,0.0909515560442856,-0.9890459339309225,0.9889667015951262,0.9907243125205883
high_effective_mass,causal_polynomial,corrected_common_delay,20,0.0,-0.5604872110476647,0.555116078731438,0.6020708608138895,-0.9443068327530308,0.9320932445516248,1.0271415628809357,-0.7724522058315928,0.7684175348855931,0.8225841369527342
high_effective_mass,alpha_beta_gamma,corrected_common_delay,20,0.0,-0.3859169299450755,0.3867741072280454,0.43071716406880556,-1.2634463120701824,1.2677149636148495,1.2980978815947875,-0.5342744122702706,0.5365801902347844,0.589561576894259
high_effective_mass,centered_savitzky_golay,corrected_common_delay,20,0.0,0.015816362768732377,0.016612885222862986,0.02608298073770497,-0.005550605828625921,0.02478353104560709,0.06445382009587841,0.03931927531515926,0.0417044319943531,0.05328104286000314
